"date","year","month","day","service","pre_percentage","timepoint","traffic","day_number"
2020-08-23,2020,8,23,"LIRR",36,"pre_est",105252.777777778,351
2020-08-23,2020,8,23,"MetroNorth",22,"current",22496,350
2020-08-23,2020,8,23,"MetroNorth",22,"pre_est",102254.545454545,351
2020-08-23,2020,8,23,"AccessARide",46,"current",8297,350
2020-08-23,2020,8,23,"AccessARide",46,"pre_est",18036.9565217391,351
2020-08-23,2020,8,23,"BridgesAndTunnels",80,"current",737096,350
2020-08-23,2020,8,23,"BridgesAndTunnels",80,"pre_est",921370,351
2020-08-23,2020,8,23,"SIRailway",18,"current",633,350
2020-08-23,2020,8,23,"SIRailway",18,"pre_est",3516.66666666667,351
2020-08-24,2020,8,24,"Subway",25,"current",1307345,352
2020-08-24,2020,8,24,"Subway",25,"pre_est",5229380,353
2020-08-24,2020,8,24,"Bus",2,"current",34021,352
2020-08-24,2020,8,24,"Bus",2,"pre_est",1701050,353
2020-08-24,2020,8,24,"LIRR",24,"current",75145,352
2020-08-24,2020,8,24,"LIRR",24,"pre_est",313104.166666667,353
2020-08-24,2020,8,24,"MetroNorth",13,"current",35904,352
2020-08-24,2020,8,24,"MetroNorth",13,"pre_est",276184.615384615,353
2020-08-24,2020,8,24,"AccessARide",63,"current",17643,352
2020-08-24,2020,8,24,"AccessARide",63,"pre_est",28004.7619047619,353
2020-08-24,2020,8,24,"BridgesAndTunnels",84,"current",815664,352
2020-08-24,2020,8,24,"BridgesAndTunnels",84,"pre_est",971028.571428571,353
2020-08-24,2020,8,24,"SIRailway",21,"current",2756,352
2020-08-24,2020,8,24,"SIRailway",21,"pre_est",13123.8095238095,353
2020-08-25,2020,8,25,"Subway",26,"current",1346490,354
2020-08-25,2020,8,25,"Subway",26,"pre_est",5178807.69230769,355
2020-08-25,2020,8,25,"Bus",2,"current",34993,354
2020-08-25,2020,8,25,"Bus",2,"pre_est",1749650,355
2020-08-25,2020,8,25,"LIRR",23,"current",73331,354
2020-08-25,2020,8,25,"LIRR",23,"pre_est",318830.434782609,355
2020-08-25,2020,8,25,"MetroNorth",13,"current",35689,354
2020-08-25,2020,8,25,"MetroNorth",13,"pre_est",274530.769230769,355
2020-08-25,2020,8,25,"AccessARide",67,"current",18682,354
2020-08-25,2020,8,25,"AccessARide",67,"pre_est",27883.5820895522,355
2020-08-25,2020,8,25,"BridgesAndTunnels",85,"current",821596,354
2020-08-25,2020,8,25,"BridgesAndTunnels",85,"pre_est",966583.529411765,355
2020-08-25,2020,8,25,"SIRailway",21,"current",2845,354
2020-08-25,2020,8,25,"SIRailway",21,"pre_est",13547.619047619,355
2020-08-26,2020,8,26,"Subway",27,"current",1407639,356
2020-08-26,2020,8,26,"Subway",27,"pre_est",5213477.77777778,357
2020-08-26,2020,8,26,"Bus",2,"current",35975,356
2020-08-26,2020,8,26,"Bus",2,"pre_est",1798750,357
2020-08-26,2020,8,26,"LIRR",24,"current",76583,356
2020-08-26,2020,8,26,"LIRR",24,"pre_est",319095.833333333,357
2020-08-26,2020,8,26,"MetroNorth",13,"current",36621,356
2020-08-26,2020,8,26,"MetroNorth",13,"pre_est",281700,357
2020-08-26,2020,8,26,"AccessARide",74,"current",20659,356
2020-08-26,2020,8,26,"AccessARide",74,"pre_est",27917.5675675676,357
2020-08-26,2020,8,26,"BridgesAndTunnels",88,"current",859624,356
2020-08-26,2020,8,26,"BridgesAndTunnels",88,"pre_est",976845.454545455,357
2020-08-26,2020,8,26,"SIRailway",23,"current",3012,356
2020-08-26,2020,8,26,"SIRailway",23,"pre_est",13095.652173913,357
2020-08-27,2020,8,27,"Subway",26,"current",1358272,358
2020-08-27,2020,8,27,"Subway",26,"pre_est",5224123.07692308,359
2020-08-27,2020,8,27,"Bus",2,"current",33969,358
2020-08-27,2020,8,27,"Bus",2,"pre_est",1698450,359
2020-08-27,2020,8,27,"LIRR",23,"current",73060,358
2020-08-27,2020,8,27,"LIRR",23,"pre_est",317652.173913043,359
2020-08-27,2020,8,27,"MetroNorth",13,"current",35551,358
2020-08-27,2020,8,27,"MetroNorth",13,"pre_est",273469.230769231,359
2020-08-27,2020,8,27,"AccessARide",69,"current",19271,358
2020-08-27,2020,8,27,"AccessARide",69,"pre_est",27928.9855072464,359
2020-08-27,2020,8,27,"BridgesAndTunnels",87,"current",847284,358
2020-08-27,2020,8,27,"BridgesAndTunnels",87,"pre_est",973889.655172414,359
2020-08-27,2020,8,27,"SIRailway",21,"current",2856,358
2020-08-27,2020,8,27,"SIRailway",21,"pre_est",13600,359
2020-08-28,2020,8,28,"Subway",27,"current",1388583,360
2020-08-28,2020,8,28,"Subway",27,"pre_est",5142900,361
2020-08-28,2020,8,28,"Bus",2,"current",31956,360
2020-08-28,2020,8,28,"Bus",2,"pre_est",1597800,361
2020-08-28,2020,8,28,"LIRR",24,"current",76114,360
2020-08-28,2020,8,28,"LIRR",24,"pre_est",317141.666666667,361
2020-08-28,2020,8,28,"MetroNorth",15,"current",41222,360
2020-08-28,2020,8,28,"MetroNorth",15,"pre_est",274813.333333333,361
2020-08-28,2020,8,28,"AccessARide",67,"current",18845,360
2020-08-28,2020,8,28,"AccessARide",67,"pre_est",28126.8656716418,361
2020-08-28,2020,8,28,"BridgesAndTunnels",93,"current",899891,360
2020-08-28,2020,8,28,"BridgesAndTunnels",93,"pre_est",967624.731182796,361
2020-08-28,2020,8,28,"SIRailway",20,"current",2716,360
2020-08-28,2020,8,28,"SIRailway",20,"pre_est",13580,361
2020-08-29,2020,8,29,"Subway",26,"current",773667,362
2020-08-29,2020,8,29,"Subway",26,"pre_est",2975642.30769231,363
2020-08-29,2020,8,29,"Bus",1,"current",14035,362
2020-08-29,2020,8,29,"Bus",1,"pre_est",1403500,363
2020-08-29,2020,8,29,"LIRR",28,"current",37641,362
2020-08-29,2020,8,29,"LIRR",28,"pre_est",134432.142857143,363
2020-08-29,2020,8,29,"MetroNorth",15,"current",22234,362
2020-08-29,2020,8,29,"MetroNorth",15,"pre_est",148226.666666667,363
2020-08-29,2020,8,29,"AccessARide",59,"current",9814,362
2020-08-29,2020,8,29,"AccessARide",59,"pre_est",16633.8983050847,363
2020-08-29,2020,8,29,"BridgesAndTunnels",67,"current",645955,362
2020-08-29,2020,8,29,"BridgesAndTunnels",67,"pre_est",964111.940298507,363
2020-08-29,2020,8,29,"SIRailway",17,"current",798,362
2020-08-29,2020,8,29,"SIRailway",17,"pre_est",4694.11764705882,363
2020-08-30,2020,8,30,"Subway",31,"current",748061,364
2020-08-30,2020,8,30,"Subway",31,"pre_est",2413100,365
2020-08-30,2020,8,30,"Bus",1,"current",16027,364
2020-08-30,2020,8,30,"Bus",1,"pre_est",1602700,365
2020-08-30,2020,8,30,"LIRR",43,"current",45147,364
2020-08-30,2020,8,30,"LIRR",43,"pre_est",104993.023255814,365
2020-08-30,2020,8,30,"MetroNorth",26,"current",26520,364
2020-08-30,2020,8,30,"MetroNorth",26,"pre_est",102000,365
2020-08-30,2020,8,30,"AccessARide",54,"current",9752,364
2020-08-30,2020,8,30,"AccessARide",54,"pre_est",18059.2592592593,365
2020-08-30,2020,8,30,"BridgesAndTunnels",87,"current",805095,364
2020-08-30,2020,8,30,"BridgesAndTunnels",87,"pre_est",925396.551724138,365
2020-08-30,2020,8,30,"SIRailway",23,"current",825,364
2020-08-30,2020,8,30,"SIRailway",23,"pre_est",3586.95652173913,365
2020-08-31,2020,8,31,"Subway",27,"current",1397264,366
2020-08-31,2020,8,31,"Subway",27,"pre_est",5175051.85185185,367
2020-08-31,2020,8,31,"Bus",39,"current",787291,366
2020-08-31,2020,8,31,"Bus",39,"pre_est",2018694.87179487,367
2020-08-31,2020,8,31,"LIRR",25,"current",78122,366
2020-08-31,2020,8,31,"LIRR",25,"pre_est",312488,367
2020-08-31,2020,8,31,"MetroNorth",14,"current",37727,366
2020-08-31,2020,8,31,"MetroNorth",14,"pre_est",269478.571428571,367
2020-08-31,2020,8,31,"AccessARide",65,"current",18185,366
2020-08-31,2020,8,31,"AccessARide",65,"pre_est",27976.9230769231,367
2020-08-31,2020,8,31,"BridgesAndTunnels",84,"current",817543,366
2020-08-31,2020,8,31,"BridgesAndTunnels",84,"pre_est",973265.476190476,367
2020-08-31,2020,8,31,"SIRailway",24,"current",3184,366
2020-08-31,2020,8,31,"SIRailway",24,"pre_est",13266.6666666667,367
2020-09-01,2020,9,1,"Subway",25,"current",1469274,368
2020-09-01,2020,9,1,"Subway",25,"pre_est",5877096,369
2020-09-01,2020,9,1,"Bus",41,"current",947758,368
2020-09-01,2020,9,1,"Bus",41,"pre_est",2311604.87804878,369
2020-09-01,2020,9,1,"LIRR",23,"current",76483,368
2020-09-01,2020,9,1,"LIRR",23,"pre_est",332534.782608696,369
2020-09-01,2020,9,1,"MetroNorth",12,"current",36035,368
2020-09-01,2020,9,1,"MetroNorth",12,"pre_est",300291.666666667,369
2020-09-01,2020,9,1,"AccessARide",64,"current",18929,368
2020-09-01,2020,9,1,"AccessARide",64,"pre_est",29576.5625,369
2020-09-01,2020,9,1,"BridgesAndTunnels",85,"current",809684,368
2020-09-01,2020,9,1,"BridgesAndTunnels",85,"pre_est",952569.411764706,369
2020-09-01,2020,9,1,"SIRailway",19,"current",3217,368
2020-09-01,2020,9,1,"SIRailway",19,"pre_est",16931.5789473684,369
2020-09-02,2020,9,2,"Subway",26,"current",1487969,370
2020-09-02,2020,9,2,"Subway",26,"pre_est",5722957.69230769,371
2020-09-02,2020,9,2,"Bus",42,"current",972213,370
2020-09-02,2020,9,2,"Bus",42,"pre_est",2314792.85714286,371
2020-09-02,2020,9,2,"LIRR",24,"current",77585,370
2020-09-02,2020,9,2,"LIRR",24,"pre_est",323270.833333333,371
2020-09-02,2020,9,2,"MetroNorth",13,"current",36159,370
2020-09-02,2020,9,2,"MetroNorth",13,"pre_est",278146.153846154,371
2020-09-02,2020,9,2,"AccessARide",67,"current",19990,370
2020-09-02,2020,9,2,"AccessARide",67,"pre_est",29835.8208955224,371
2020-09-02,2020,9,2,"BridgesAndTunnels",85,"current",810144,370
2020-09-02,2020,9,2,"BridgesAndTunnels",85,"pre_est",953110.588235294,371
2020-09-02,2020,9,2,"SIRailway",19,"current",3192,370
2020-09-02,2020,9,2,"SIRailway",19,"pre_est",16800,371
2020-09-03,2020,9,3,"Subway",26,"current",1529185,372
2020-09-03,2020,9,3,"Subway",26,"pre_est",5881480.76923077,373
2020-09-03,2020,9,3,"Bus",44,"current",1022623,372
2020-09-03,2020,9,3,"Bus",44,"pre_est",2324143.18181818,373
2020-09-03,2020,9,3,"LIRR",25,"current",82554,372
2020-09-03,2020,9,3,"LIRR",25,"pre_est",330216,373
2020-09-03,2020,9,3,"MetroNorth",14,"current",39920,372
2020-09-03,2020,9,3,"MetroNorth",14,"pre_est",285142.857142857,373
2020-09-03,2020,9,3,"AccessARide",67,"current",19992,372
2020-09-03,2020,9,3,"AccessARide",67,"pre_est",29838.8059701493,373
2020-09-03,2020,9,3,"BridgesAndTunnels",91,"current",869126,372
2020-09-03,2020,9,3,"BridgesAndTunnels",91,"pre_est",955083.516483516,373
2020-09-03,2020,9,3,"SIRailway",19,"current",3327,372
2020-09-03,2020,9,3,"SIRailway",19,"pre_est",17510.5263157895,373
2020-09-04,2020,9,4,"Subway",27,"current",1568385,374
2020-09-04,2020,9,4,"Subway",27,"pre_est",5808833.33333333,375
2020-09-04,2020,9,4,"Bus",44,"current",1030811,374
2020-09-04,2020,9,4,"Bus",44,"pre_est",2342752.27272727,375
2020-09-04,2020,9,4,"LIRR",27,"current",88345,374
2020-09-04,2020,9,4,"LIRR",27,"pre_est",327203.703703704,375
2020-09-04,2020,9,4,"MetroNorth",16,"current",47152,374
2020-09-04,2020,9,4,"MetroNorth",16,"pre_est",294700,375
2020-09-04,2020,9,4,"AccessARide",68,"current",20223,374
2020-09-04,2020,9,4,"AccessARide",68,"pre_est",29739.7058823529,375
2020-09-04,2020,9,4,"BridgesAndTunnels",98,"current",936602,374
2020-09-04,2020,9,4,"BridgesAndTunnels",98,"pre_est",955716.326530612,375
2020-09-04,2020,9,4,"SIRailway",18,"current",3148,374
2020-09-04,2020,9,4,"SIRailway",18,"pre_est",17488.8888888889,375
2020-09-05,2020,9,5,"Subway",31,"current",1013725,376
2020-09-05,2020,9,5,"Subway",31,"pre_est",3270080.64516129,377
2020-09-05,2020,9,5,"Bus",51,"current",715922,376
2020-09-05,2020,9,5,"Bus",51,"pre_est",1403768.62745098,377
2020-09-05,2020,9,5,"LIRR",43,"current",50550,376
2020-09-05,2020,9,5,"LIRR",43,"pre_est",117558.139534884,377
2020-09-05,2020,9,5,"MetroNorth",23,"current",34621,376
2020-09-05,2020,9,5,"MetroNorth",23,"pre_est",150526.086956522,377
2020-09-05,2020,9,5,"AccessARide",71,"current",12118,376
2020-09-05,2020,9,5,"AccessARide",71,"pre_est",17067.6056338028,377
2020-09-05,2020,9,5,"BridgesAndTunnels",84,"current",798822,376
2020-09-05,2020,9,5,"BridgesAndTunnels",84,"pre_est",950978.571428571,377
2020-09-05,2020,9,5,"SIRailway",1,"current",21,376
2020-09-05,2020,9,5,"SIRailway",1,"pre_est",2100,377
2020-09-06,2020,9,6,"Subway",32,"current",819409,378
2020-09-06,2020,9,6,"Subway",32,"pre_est",2560653.125,379
2020-09-06,2020,9,6,"Bus",51,"current",559273,378
2020-09-06,2020,9,6,"Bus",51,"pre_est",1096613.7254902,379
2020-09-06,2020,9,6,"LIRR",45,"current",44727,378
2020-09-06,2020,9,6,"LIRR",45,"pre_est",99393.3333333333,379
2020-09-06,2020,9,6,"MetroNorth",27,"current",28565,378
2020-09-06,2020,9,6,"MetroNorth",27,"pre_est",105796.296296296,379
2020-09-06,2020,9,6,"AccessARide",59,"current",10160,378
2020-09-06,2020,9,6,"AccessARide",59,"pre_est",17220.3389830508,379
2020-09-06,2020,9,6,"BridgesAndTunnels",85,"current",753035,378
2020-09-06,2020,9,6,"BridgesAndTunnels",85,"pre_est",885923.529411765,379
2020-09-06,2020,9,6,"SIRailway",7,"current",191,378
2020-09-06,2020,9,6,"SIRailway",7,"pre_est",2728.57142857143,379
2020-09-07,2020,9,7,"Subway",34,"current",870964,380
2020-09-07,2020,9,7,"Subway",34,"pre_est",2561658.82352941,381
2020-09-07,2020,9,7,"Bus",56,"current",615802,380
2020-09-07,2020,9,7,"Bus",56,"pre_est",1099646.42857143,381
2020-09-07,2020,9,7,"LIRR",81,"current",80050,380
2020-09-07,2020,9,7,"LIRR",81,"pre_est",98827.1604938271,381
2020-09-07,2020,9,7,"MetroNorth",26,"current",27326,380
2020-09-07,2020,9,7,"MetroNorth",26,"pre_est",105100,381
2020-09-07,2020,9,7,"AccessARide",54,"current",9261,380
2020-09-07,2020,9,7,"AccessARide",54,"pre_est",17150,381
2020-09-07,2020,9,7,"BridgesAndTunnels",79,"current",697865,380
2020-09-07,2020,9,7,"BridgesAndTunnels",79,"pre_est",883373.417721519,381
2020-09-07,2020,9,7,"SIRailway",41,"current",1210,380
2020-09-07,2020,9,7,"SIRailway",41,"pre_est",2951.21951219512,381
2020-09-08,2020,9,8,"Subway",27,"current",1555816,382
2020-09-08,2020,9,8,"Subway",27,"pre_est",5762281.48148148,383
2020-09-08,2020,9,8,"Bus",45,"current",1039401,382
2020-09-08,2020,9,8,"Bus",45,"pre_est",2309780,383
2020-09-08,2020,9,8,"LIRR",28,"current",90603,382
2020-09-08,2020,9,8,"LIRR",28,"pre_est",323582.142857143,383
2020-09-08,2020,9,8,"MetroNorth",15,"current",42963,382
2020-09-08,2020,9,8,"MetroNorth",15,"pre_est",286420,383
2020-09-08,2020,9,8,"AccessARide",67,"current",19806,382
2020-09-08,2020,9,8,"AccessARide",67,"pre_est",29561.1940298507,383
2020-09-08,2020,9,8,"BridgesAndTunnels",88,"current",833995,382
2020-09-08,2020,9,8,"BridgesAndTunnels",88,"pre_est",947721.590909091,383
2020-09-08,2020,9,8,"SIRailway",20,"current",3496,382
2020-09-08,2020,9,8,"SIRailway",20,"pre_est",17480,383
2020-09-09,2020,9,9,"Subway",28,"current",1610076,384
2020-09-09,2020,9,9,"Subway",28,"pre_est",5750271.42857143,385
2020-09-09,2020,9,9,"Bus",46,"current",1072887,384
2020-09-09,2020,9,9,"Bus",46,"pre_est",2332363.04347826,385
2020-09-09,2020,9,9,"LIRR",26,"current",86063,384
2020-09-09,2020,9,9,"LIRR",26,"pre_est",331011.538461538,385
2020-09-09,2020,9,9,"MetroNorth",15,"current",41954,384
2020-09-09,2020,9,9,"MetroNorth",15,"pre_est",279693.333333333,385
2020-09-09,2020,9,9,"AccessARide",73,"current",21801,384
2020-09-09,2020,9,9,"AccessARide",73,"pre_est",29864.3835616438,385
2020-09-09,2020,9,9,"BridgesAndTunnels",87,"current",825411,384
2020-09-09,2020,9,9,"BridgesAndTunnels",87,"pre_est",948748.275862069,385
2020-09-09,2020,9,9,"SIRailway",21,"current",3586,384
2020-09-09,2020,9,9,"SIRailway",21,"pre_est",17076.1904761905,385
2020-09-10,2020,9,10,"Subway",27,"current",1543662,386
2020-09-10,2020,9,10,"Subway",27,"pre_est",5717266.66666667,387
2020-09-10,2020,9,10,"Bus",43,"current",997030,386
2020-09-10,2020,9,10,"Bus",43,"pre_est",2318674.41860465,387
2020-09-10,2020,9,10,"LIRR",25,"current",82142,386
2020-09-10,2020,9,10,"LIRR",25,"pre_est",328568,387
2020-09-10,2020,9,10,"MetroNorth",14,"current",39296,386
2020-09-10,2020,9,10,"MetroNorth",14,"pre_est",280685.714285714,387
2020-09-10,2020,9,10,"AccessARide",68,"current",20181,386
2020-09-10,2020,9,10,"AccessARide",68,"pre_est",29677.9411764706,387
2020-09-10,2020,9,10,"BridgesAndTunnels",84,"current",801431,386
2020-09-10,2020,9,10,"BridgesAndTunnels",84,"pre_est",954084.523809524,387
2020-09-10,2020,9,10,"SIRailway",20,"current",3403,386
2020-09-10,2020,9,10,"SIRailway",20,"pre_est",17015,387
2020-09-11,2020,9,11,"Subway",29,"current",1690334,388
2020-09-11,2020,9,11,"Subway",29,"pre_est",5828737.93103448,389
2020-09-11,2020,9,11,"Bus",46,"current",1070920,388
2020-09-11,2020,9,11,"Bus",46,"pre_est",2328086.95652174,389
2020-09-11,2020,9,11,"LIRR",27,"current",88582,388
2020-09-11,2020,9,11,"LIRR",27,"pre_est",328081.481481481,389
2020-09-11,2020,9,11,"MetroNorth",17,"current",47781,388
2020-09-11,2020,9,11,"MetroNorth",17,"pre_est",281064.705882353,389
2020-09-11,2020,9,11,"AccessARide",70,"current",20809,388
2020-09-11,2020,9,11,"AccessARide",70,"pre_est",29727.1428571429,389
2020-09-11,2020,9,11,"BridgesAndTunnels",94,"current",895765,388
2020-09-11,2020,9,11,"BridgesAndTunnels",94,"pre_est",952941.489361702,389
2020-09-11,2020,9,11,"SIRailway",20,"current",3442,388
2020-09-11,2020,9,11,"SIRailway",20,"pre_est",17210,389
2020-09-12,2020,9,12,"Subway",34,"current",1083698,390
2020-09-12,2020,9,12,"Subway",34,"pre_est",3187347.05882353,391
2020-09-12,2020,9,12,"Bus",54,"current",752875,390
2020-09-12,2020,9,12,"Bus",54,"pre_est",1394212.96296296,391
2020-09-12,2020,9,12,"LIRR",38,"current",44546,390
2020-09-12,2020,9,12,"LIRR",38,"pre_est",117226.315789474,391
2020-09-12,2020,9,12,"MetroNorth",21,"current",32400,390
2020-09-12,2020,9,12,"MetroNorth",21,"pre_est",154285.714285714,391
2020-09-12,2020,9,12,"AccessARide",72,"current",12349,390
2020-09-12,2020,9,12,"AccessARide",72,"pre_est",17151.3888888889,391
2020-09-12,2020,9,12,"BridgesAndTunnels",84,"current",800189,390
2020-09-12,2020,9,12,"BridgesAndTunnels",84,"pre_est",952605.952380952,391
2020-09-12,2020,9,12,"SIRailway",1,"current",29,390
2020-09-12,2020,9,12,"SIRailway",1,"pre_est",2900,391
2020-09-13,2020,9,13,"Subway",31,"current",796740,392
2020-09-13,2020,9,13,"Subway",31,"pre_est",2570129.03225806,393
2020-09-13,2020,9,13,"Bus",51,"current",557231,392
2020-09-13,2020,9,13,"Bus",51,"pre_est",1092609.80392157,393
2020-09-13,2020,9,13,"LIRR",37,"current",36686,392
2020-09-13,2020,9,13,"LIRR",37,"pre_est",99151.3513513513,393
2020-09-13,2020,9,13,"MetroNorth",23,"current",24009,392
2020-09-13,2020,9,13,"MetroNorth",23,"pre_est",104386.956521739,393
2020-09-13,2020,9,13,"AccessARide",54,"current",9315,392
2020-09-13,2020,9,13,"AccessARide",54,"pre_est",17250,393
2020-09-13,2020,9,13,"BridgesAndTunnels",80,"current",703809,392
2020-09-13,2020,9,13,"BridgesAndTunnels",80,"pre_est",879761.25,393
2020-09-13,2020,9,13,"SIRailway",0,"current",4,392
2020-09-13,2020,9,13,"SIRailway",0,"pre_est",NA,393
2020-09-14,2020,9,14,"Subway",28,"current",1604381,394
2020-09-14,2020,9,14,"Subway",28,"pre_est",5729932.14285714,395
2020-09-14,2020,9,14,"Bus",46,"current",1065601,394
2020-09-14,2020,9,14,"Bus",46,"pre_est",2316523.91304348,395
2020-09-14,2020,9,14,"LIRR",27,"current",89498,394
2020-09-14,2020,9,14,"LIRR",27,"pre_est",331474.074074074,395
2020-09-14,2020,9,14,"MetroNorth",14,"current",41286,394
2020-09-14,2020,9,14,"MetroNorth",14,"pre_est",294900,395
2020-09-14,2020,9,14,"AccessARide",67,"current",19888,394
2020-09-14,2020,9,14,"AccessARide",67,"pre_est",29683.5820895522,395
2020-09-14,2020,9,14,"BridgesAndTunnels",84,"current",799572,394
2020-09-14,2020,9,14,"BridgesAndTunnels",84,"pre_est",951871.428571429,395
2020-09-14,2020,9,14,"SIRailway",21,"current",3515,394
2020-09-14,2020,9,14,"SIRailway",21,"pre_est",16738.0952380952,395
2020-09-15,2020,9,15,"Subway",29,"current",1678078,396
2020-09-15,2020,9,15,"Subway",29,"pre_est",5786475.86206897,397
2020-09-15,2020,9,15,"Bus",47,"current",1091806,396
2020-09-15,2020,9,15,"Bus",47,"pre_est",2322991.4893617,397
2020-09-15,2020,9,15,"LIRR",27,"current",87025,396
2020-09-15,2020,9,15,"LIRR",27,"pre_est",322314.814814815,397
2020-09-15,2020,9,15,"MetroNorth",14,"current",41288,396
2020-09-15,2020,9,15,"MetroNorth",14,"pre_est",294914.285714286,397
2020-09-15,2020,9,15,"AccessARide",70,"current",20763,396
2020-09-15,2020,9,15,"AccessARide",70,"pre_est",29661.4285714286,397
2020-09-15,2020,9,15,"BridgesAndTunnels",86,"current",815699,396
2020-09-15,2020,9,15,"BridgesAndTunnels",86,"pre_est",948487.209302326,397
2020-09-15,2020,9,15,"SIRailway",22,"current",3696,396
2020-09-15,2020,9,15,"SIRailway",22,"pre_est",16800,397
2020-09-16,2020,9,16,"Subway",29,"current",1686909,398
2020-09-16,2020,9,16,"Subway",29,"pre_est",5816927.5862069,399
2020-09-16,2020,9,16,"Bus",47,"current",1097389,398
2020-09-16,2020,9,16,"Bus",47,"pre_est",2334870.21276596,399
2020-09-16,2020,9,16,"LIRR",27,"current",87034,398
2020-09-16,2020,9,16,"LIRR",27,"pre_est",322348.148148148,399
2020-09-16,2020,9,16,"MetroNorth",14,"current",41417,398
2020-09-16,2020,9,16,"MetroNorth",14,"pre_est",295835.714285714,399
2020-09-16,2020,9,16,"AccessARide",74,"current",22070,398
2020-09-16,2020,9,16,"AccessARide",74,"pre_est",29824.3243243243,399
2020-09-16,2020,9,16,"BridgesAndTunnels",86,"current",816708,398
2020-09-16,2020,9,16,"BridgesAndTunnels",86,"pre_est",949660.465116279,399
2020-09-16,2020,9,16,"SIRailway",20,"current",3496,398
2020-09-16,2020,9,16,"SIRailway",20,"pre_est",17480,399
2020-09-17,2020,9,17,"Subway",29,"current",1692368,400
2020-09-17,2020,9,17,"Subway",29,"pre_est",5835751.72413793,401
2020-09-17,2020,9,17,"Bus",47,"current",1094592,400
2020-09-17,2020,9,17,"Bus",47,"pre_est",2328919.14893617,401
2020-09-17,2020,9,17,"LIRR",27,"current",86854,400
2020-09-17,2020,9,17,"LIRR",27,"pre_est",321681.481481481,401
2020-09-17,2020,9,17,"MetroNorth",15,"current",42339,400
2020-09-17,2020,9,17,"MetroNorth",15,"pre_est",282260,401
2020-09-17,2020,9,17,"AccessARide",71,"current",21005,400
2020-09-17,2020,9,17,"AccessARide",71,"pre_est",29584.5070422535,401
2020-09-17,2020,9,17,"BridgesAndTunnels",89,"current",848024,400
2020-09-17,2020,9,17,"BridgesAndTunnels",89,"pre_est",952835.95505618,401
2020-09-17,2020,9,17,"SIRailway",21,"current",3617,400
2020-09-17,2020,9,17,"SIRailway",21,"pre_est",17223.8095238095,401
2020-09-18,2020,9,18,"Subway",30,"current",1725443,402
2020-09-18,2020,9,18,"Subway",30,"pre_est",5751476.66666667,403
2020-09-18,2020,9,18,"Bus",47,"current",1083295,402
2020-09-18,2020,9,18,"Bus",47,"pre_est",2304882.9787234,403
2020-09-18,2020,9,18,"LIRR",28,"current",90657,402
2020-09-18,2020,9,18,"LIRR",28,"pre_est",323775,403
2020-09-18,2020,9,18,"MetroNorth",17,"current",48213,402
2020-09-18,2020,9,18,"MetroNorth",17,"pre_est",283605.882352941,403
2020-09-18,2020,9,18,"AccessARide",70,"current",20702,402
2020-09-18,2020,9,18,"AccessARide",70,"pre_est",29574.2857142857,403
2020-09-18,2020,9,18,"BridgesAndTunnels",94,"current",894931,402
2020-09-18,2020,9,18,"BridgesAndTunnels",94,"pre_est",952054.255319149,403
2020-09-18,2020,9,18,"SIRailway",20,"current",3367,402
2020-09-18,2020,9,18,"SIRailway",20,"pre_est",16835,403
2020-09-19,2020,9,19,"Subway",35,"current",1136947,404
2020-09-19,2020,9,19,"Subway",35,"pre_est",3248420,405
2020-09-19,2020,9,19,"Bus",54,"current",752437,404
2020-09-19,2020,9,19,"Bus",54,"pre_est",1393401.85185185,405
2020-09-19,2020,9,19,"LIRR",40,"current",46777,404
2020-09-19,2020,9,19,"LIRR",40,"pre_est",116942.5,405
2020-09-19,2020,9,19,"MetroNorth",23,"current",34608,404
2020-09-19,2020,9,19,"MetroNorth",23,"pre_est",150469.565217391,405
2020-09-19,2020,9,19,"AccessARide",71,"current",12246,404
2020-09-19,2020,9,19,"AccessARide",71,"pre_est",17247.8873239437,405
2020-09-19,2020,9,19,"BridgesAndTunnels",84,"current",802613,404
2020-09-19,2020,9,19,"BridgesAndTunnels",84,"pre_est",955491.666666667,405
2020-09-19,2020,9,19,"SIRailway",24,"current",1001,404
2020-09-19,2020,9,19,"SIRailway",24,"pre_est",4170.83333333333,405
2020-09-20,2020,9,20,"Subway",33,"current",827605,406
2020-09-20,2020,9,20,"Subway",33,"pre_est",2507893.93939394,407
2020-09-20,2020,9,20,"Bus",51,"current",558863,406
2020-09-20,2020,9,20,"Bus",51,"pre_est",1095809.80392157,407
2020-09-20,2020,9,20,"LIRR",39,"current",38973,406
2020-09-20,2020,9,20,"LIRR",39,"pre_est",99930.7692307692,407
2020-09-20,2020,9,20,"MetroNorth",25,"current",26328,406
2020-09-20,2020,9,20,"MetroNorth",25,"pre_est",105312,407
2020-09-20,2020,9,20,"AccessARide",54,"current",9269,406
2020-09-20,2020,9,20,"AccessARide",54,"pre_est",17164.8148148148,407
2020-09-20,2020,9,20,"BridgesAndTunnels",80,"current",705596,406
2020-09-20,2020,9,20,"BridgesAndTunnels",80,"pre_est",881995,407
2020-09-20,2020,9,20,"SIRailway",26,"current",760,406
2020-09-20,2020,9,20,"SIRailway",26,"pre_est",2923.07692307692,407
2020-09-21,2020,9,21,"Subway",28,"current",1624139,408
2020-09-21,2020,9,21,"Subway",28,"pre_est",5800496.42857143,409
2020-09-21,2020,9,21,"Bus",46,"current",1058256,408
